model	sample_id	image_id	turn	delta	ok
qwen	56	1	20	19	1
qwen	57	1	1	0	1
qwen	57	1	2	1	1
qwen	57	1	3	2	0
qwen	57	1	4	3	1
qwen	57	1	5	4	1
qwen	57	1	6	5	1
qwen	57	1	7	6	1
qwen	57	1	8	7	1
qwen	57	1	9	8	1
qwen	57	1	10	9	0
qwen	57	1	11	10	1
qwen	57	1	12	11	0
qwen	58	1	1	0	0
qwen	58	1	2	1	0
qwen	58	1	3	2	1
qwen	58	1	4	3	1
qwen	58	1	5	4	1
qwen	58	1	6	5	0
qwen	58	1	7	6	0
qwen	58	1	8	7	0
qwen	58	1	9	8	1
qwen	58	1	10	9	1
qwen	58	1	11	10	1
qwen	58	1	12	11	1
qwen	58	1	13	12	0
qwen	58	1	14	13	0
qwen	58	1	15	14	0
qwen	58	1	16	15	1
qwen	58	1	17	16	1
qwen	58	1	18	17	1
qwen	58	1	19	18	1
qwen	58	1	20	19	1
qwen	59	1	1	0	1
qwen	59	1	2	1	1
qwen	59	1	3	2	1
qwen	59	1	4	3	0
qwen	59	1	5	4	1
qwen	59	1	6	5	1
qwen	59	1	7	6	1
qwen	59	1	8	7	0
qwen	59	1	9	8	1
qwen	59	1	10	9	1
qwen	59	1	11	10	1
qwen	59	1	12	11	1
qwen	59	1	13	12	0
qwen	59	1	14	13	0
qwen	59	1	15	14	1
qwen	59	1	16	15	1
qwen	60	1	1	0	1
qwen	60	1	2	1	1
qwen	60	1	3	2	1
qwen	60	1	4	3	1
qwen	60	1	5	4	1
qwen	60	1	6	5	1
qwen	60	1	7	6	0
qwen	60	1	8	7	1
qwen	60	1	9	8	1
qwen	60	1	10	9	1
qwen	60	1	11	10	1
qwen	60	1	12	11	1
qwen	60	1	13	12	1
qwen	60	1	14	13	1
qwen	60	1	15	14	1
qwen	60	1	16	15	1
qwen	61	1	1	0	0
qwen	61	1	2	1	1
qwen	61	1	3	2	0
qwen	61	1	4	3	1
qwen	61	1	5	4	1
qwen	61	1	6	5	0
qwen	61	1	7	6	1
qwen	61	1	8	7	0
qwen	61	1	9	8	1
qwen	61	1	10	9	0
qwen	61	1	11	10	0
qwen	61	1	12	11	1
qwen	61	1	13	12	1
qwen	61	1	14	13	1
qwen	61	1	15	14	0
qwen	61	1	16	15	1
qwen	62	1	1	0	1
qwen	62	1	2	1	0
qwen	62	1	3	2	0
qwen	62	1	4	3	0
qwen	62	1	5	4	1
qwen	62	1	6	5	1
qwen	62	1	7	6	1
qwen	62	1	8	7	1
qwen	63	1	1	0	1
qwen	63	1	2	1	1
qwen	63	1	3	2	1
qwen	63	1	4	3	1
qwen	63	1	5	4	1
qwen	63	1	6	5	1
qwen	63	1	7	6	0
qwen	63	1	8	7	1
qwen	63	1	9	8	0
qwen	63	1	10	9	0
qwen	63	1	11	10	1
qwen	63	1	12	11	1
qwen	63	1	13	12	1
qwen	63	1	14	13	0
qwen	63	1	15	14	0
qwen	63	1	16	15	1
qwen	64	1	1	0	1
qwen	64	1	2	1	0
qwen	64	1	3	2	1
qwen	64	1	4	3	1
qwen	64	1	5	4	1
qwen	64	1	6	5	1
qwen	64	1	7	6	0
qwen	65	1	1	0	1
qwen	65	1	2	1	1
qwen	65	1	3	2	1
qwen	65	1	4	3	1
qwen	65	1	5	4	1
qwen	65	1	6	5	1
qwen	65	1	7	6	0
qwen	66	1	1	0	0
qwen	66	1	2	1	1
qwen	66	1	3	2	0
qwen	66	1	4	3	1
qwen	66	1	5	4	1
qwen	66	1	6	5	1
qwen	66	1	7	6	1
qwen	66	1	8	7	1
qwen	66	1	9	8	0
qwen	66	1	10	9	1
qwen	67	1	1	0	1
qwen	67	1	2	1	1
qwen	67	1	3	2	1
qwen	67	1	4	3	0
qwen	67	1	5	4	1
qwen	67	1	6	5	1
qwen	67	1	7	6	0
qwen	67	1	8	7	1
qwen	67	1	9	8	1
qwen	67	1	10	9	1
qwen	67	1	11	10	1
qwen	67	1	12	11	1
qwen	67	1	13	12	0
qwen	67	1	14	13	1
qwen	67	1	15	14	1
qwen	68	1	1	0	1
qwen	68	1	2	1	1
qwen	68	1	3	2	1
qwen	68	1	4	3	0
qwen	68	1	5	4	1
qwen	68	1	6	5	0
qwen	68	1	7	6	0
qwen	68	1	8	7	1
qwen	68	1	9	8	1
qwen	68	1	10	9	1
qwen	68	1	11	10	1
qwen	68	1	12	11	0
qwen	68	1	13	12	0
qwen	68	1	14	13	1
qwen	68	1	15	14	1
qwen	69	1	1	0	1
qwen	69	1	2	1	0
qwen	69	1	3	2	1
qwen	69	1	4	3	0
qwen	69	1	5	4	1
qwen	69	1	6	5	0
qwen	69	1	7	6	0
qwen	69	1	8	7	1
qwen	70	1	1	0	1
qwen	70	1	2	1	1
qwen	70	1	3	2	1
qwen	70	1	4	3	1
qwen	70	1	5	4	0
qwen	70	1	6	5	1
qwen	70	1	7	6	0
qwen	70	1	8	7	0
qwen	70	1	9	8	0
qwen	70	1	10	9	0
qwen	70	1	11	10	0
qwen	70	1	12	11	0
qwen	70	1	13	12	1
qwen	70	1	14	13	0
qwen	71	1	1	0	1
qwen	71	1	2	1	1
qwen	71	1	3	2	1
qwen	71	1	4	3	1
qwen	71	1	5	4	1
qwen	71	1	6	5	1
qwen	71	1	7	6	0
qwen	71	1	8	7	0
qwen	71	1	9	8	1
qwen	71	1	10	9	1
qwen	71	1	11	10	1
qwen	71	1	12	11	0
qwen	71	1	13	12	1
qwen	71	1	14	13	0
qwen	71	1	15	14	0
qwen	72	1	1	0	1
qwen	72	1	2	1	1
qwen	72	1	3	2	1
qwen	72	1	4	3	0
qwen	72	1	5	4	1
qwen	72	1	6	5	0
qwen	72	1	7	6	0
qwen	72	1	8	7	0
qwen	72	1	9	8	1
qwen	72	1	10	9	1
qwen	72	1	11	10	1
qwen	72	1	12	11	0
qwen	72	1	13	12	0
qwen	72	1	14	13	0
qwen	72	1	15	14	0
qwen	72	1	16	15	1
qwen	73	1	1	0	0
qwen	73	1	2	1	0
qwen	73	1	3	2	0
qwen	73	1	4	3	1
qwen	73	1	5	4	1
qwen	73	1	6	5	1
qwen	73	1	7	6	1
qwen	74	1	1	0	1
qwen	74	1	2	1	1
qwen	74	1	3	2	1
qwen	74	1	4	3	1
qwen	74	1	5	4	1
qwen	74	1	6	5	1
qwen	74	1	7	6	1
qwen	74	1	8	7	1
qwen	74	1	9	8	1
qwen	74	1	10	9	1
qwen	74	1	11	10	1
qwen	74	1	12	11	1
qwen	74	1	13	12	1
qwen	74	1	14	13	1
qwen	74	1	15	14	1
qwen	74	1	16	15	0
qwen	74	1	17	16	1
qwen	74	1	18	17	0
qwen	74	1	19	18	0
qwen	74	1	20	19	0
qwen	75	1	1	0	1
qwen	75	1	2	1	0
qwen	75	1	3	2	1
qwen	75	1	4	3	1
qwen	75	1	5	4	1
qwen	75	1	6	5	1
qwen	75	1	7	6	0
qwen	75	1	8	7	1
qwen	75	1	9	8	0
qwen	75	1	10	9	0
qwen	75	1	11	10	1
qwen	75	1	12	11	1
qwen	75	1	13	12	1
qwen	75	1	14	13	0
qwen	75	1	15	14	1
qwen	76	1	1	0	1
qwen	76	1	2	1	1
qwen	76	1	3	2	0
qwen	76	1	4	3	1
qwen	76	1	5	4	1
qwen	76	1	6	5	1
qwen	76	1	7	6	1
qwen	76	1	8	7	1
qwen	76	1	9	8	1
qwen	76	1	10	9	1
qwen	76	1	11	10	1
qwen	76	1	12	11	0
qwen	76	1	13	12	0
qwen	76	1	14	13	0
qwen	76	1	15	14	0
qwen	76	1	16	15	1
qwen	76	1	17	16	0
qwen	76	1	18	17	1
qwen	76	1	19	18	0
qwen	76	1	20	19	0
qwen	77	1	1	0	1
qwen	77	1	2	1	1
qwen	77	1	3	2	1
qwen	77	1	4	3	1
qwen	77	1	5	4	1
qwen	77	1	6	5	1
qwen	77	1	7	6	1
qwen	77	1	8	7	1
qwen	77	1	9	8	1
qwen	77	1	10	9	1
qwen	77	1	11	10	1
qwen	77	1	12	11	0
qwen	77	1	13	12	1
qwen	77	1	14	13	1
qwen	77	1	15	14	1
qwen	77	1	16	15	1
qwen	78	1	1	0	1
qwen	78	1	2	1	1
qwen	78	1	3	2	1
qwen	78	1	4	3	1
qwen	78	1	5	4	0
qwen	78	1	6	5	1
qwen	78	1	7	6	1
qwen	78	1	8	7	1
qwen	78	1	9	8	1
qwen	78	1	10	9	1
qwen	78	1	11	10	1
qwen	78	1	12	11	1
qwen	78	1	13	12	1
qwen	78	1	14	13	0
qwen	78	1	15	14	0
qwen	78	1	16	15	1
qwen	78	1	17	16	1
qwen	78	1	18	17	1
qwen	78	1	19	18	1
qwen	78	1	20	19	1
qwen	79	1	1	0	1
qwen	79	1	2	1	1
qwen	79	1	3	2	1
qwen	79	1	4	3	0
qwen	79	1	5	4	1
qwen	79	1	6	5	1
qwen	79	1	7	6	1
qwen	79	1	8	7	1
qwen	79	1	9	8	1
qwen	79	1	10	9	1
qwen	79	1	11	10	1
qwen	79	1	12	11	1
qwen	79	1	13	12	1
qwen	79	1	14	13	0
qwen	79	1	15	14	0
qwen	79	1	16	15	0
qwen	79	1	17	16	0
qwen	79	1	18	17	1
qwen	79	1	19	18	0
qwen	79	1	20	19	0
qwen	80	1	1	0	1
qwen	80	1	2	1	1
qwen	80	1	3	2	0
qwen	80	1	4	3	1
qwen	80	1	5	4	1
qwen	80	1	6	5	1
qwen	80	1	7	6	1
qwen	81	1	1	0	1
qwen	81	1	2	1	1
qwen	81	1	3	2	1
qwen	81	1	4	3	1
qwen	81	1	5	4	1
qwen	81	1	6	5	1
qwen	81	1	7	6	1
qwen	81	1	8	7	1
qwen	81	1	9	8	1
qwen	81	1	10	9	1
qwen	81	1	11	10	0
qwen	81	1	12	11	1
qwen	81	1	13	12	1
qwen	81	1	14	13	0
qwen	81	1	15	14	1
qwen	81	1	16	15	1
qwen	81	1	17	16	1
qwen	81	1	18	17	1
qwen	81	1	19	18	1
qwen	81	1	20	19	1
qwen	82	1	1	0	0
qwen	82	1	2	1	0
qwen	82	1	3	2	0
qwen	82	1	4	3	0
qwen	82	1	5	4	1
qwen	82	1	6	5	0
qwen	82	1	7	6	1
qwen	82	1	8	7	0
qwen	83	1	1	0	0
qwen	83	1	2	1	0
qwen	83	1	3	2	1
qwen	83	1	4	3	1
qwen	83	1	5	4	1
qwen	83	1	6	5	0
qwen	83	1	7	6	1
qwen	84	1	1	0	0
qwen	84	1	2	1	1
qwen	84	1	3	2	0
qwen	84	1	4	3	1
qwen	84	1	5	4	1
qwen	84	1	6	5	1
qwen	84	1	7	6	0
qwen	84	1	8	7	1
qwen	84	1	9	8	1
qwen	84	1	10	9	0
qwen	85	1	1	0	1
qwen	85	1	2	1	1
qwen	85	1	3	2	1
qwen	85	1	4	3	1
qwen	85	1	5	4	1
qwen	85	1	6	5	1
qwen	85	1	7	6	1
qwen	85	1	8	7	1
qwen	85	1	9	8	1
qwen	85	1	10	9	1
qwen	85	1	11	10	0
qwen	85	1	12	11	0
qwen	85	1	13	12	1
qwen	85	1	14	13	0
qwen	85	1	15	14	0
qwen	85	1	16	15	0
qwen	85	1	17	16	0
qwen	85	1	18	17	0
qwen	86	1	1	0	1
qwen	86	1	2	1	1
qwen	86	1	3	2	1
qwen	86	1	4	3	1
qwen	86	1	5	4	1
qwen	86	1	6	5	1
qwen	86	1	7	6	1
qwen	86	1	8	7	0
qwen	86	1	9	8	1
qwen	86	1	10	9	0
qwen	86	1	11	10	0
qwen	86	1	12	11	1
qwen	86	1	13	12	1
qwen	86	1	14	13	1
qwen	86	1	15	14	0
qwen	86	1	16	15	1
qwen	86	1	17	16	1
qwen	87	1	1	0	1
qwen	87	1	2	1	1
qwen	87	1	3	2	0
qwen	87	1	4	3	0
qwen	87	1	5	4	1
qwen	87	1	6	5	0
qwen	88	1	1	0	1
qwen	88	1	2	1	1
qwen	88	1	3	2	1
qwen	88	1	4	3	1
qwen	88	1	5	4	1
qwen	88	1	6	5	1
qwen	88	1	7	6	1
qwen	88	1	8	7	1
qwen	88	1	9	8	1
qwen	88	1	10	9	1
qwen	88	1	11	10	1
qwen	88	1	12	11	1
qwen	88	1	13	12	1
qwen	88	1	14	13	0
qwen	88	1	15	14	0
qwen	88	1	16	15	0
qwen	88	1	17	16	0
qwen	88	1	18	17	0
qwen	88	1	19	18	0
qwen	88	1	20	19	1
qwen	89	1	1	0	0
qwen	89	1	2	1	1
qwen	89	1	3	2	0
qwen	89	1	4	3	0
qwen	89	1	5	4	1
qwen	89	1	6	5	0
qwen	89	1	7	6	0
qwen	89	1	8	7	0
qwen	90	1	1	0	0
qwen	90	1	2	1	1
qwen	90	1	3	2	1
qwen	90	1	4	3	1
qwen	90	1	5	4	1
qwen	90	1	6	5	1
qwen	90	1	7	6	1
qwen	90	1	8	7	1
qwen	90	1	9	8	1
qwen	90	1	10	9	1
qwen	90	1	11	10	1
qwen	90	1	12	11	1
qwen	90	1	13	12	0
qwen	90	1	14	13	1
qwen	90	1	15	14	0
qwen	90	1	16	15	0
qwen	90	1	17	16	0
qwen	90	1	18	17	0
qwen	90	1	19	18	1
qwen	90	1	20	19	1
qwen	91	1	1	0	1
qwen	91	1	2	1	0
qwen	91	1	3	2	1
qwen	91	1	4	3	1
qwen	91	1	5	4	1
qwen	91	1	6	5	1
qwen	91	1	7	6	1
qwen	91	1	8	7	1
qwen	91	1	9	8	1
qwen	91	1	10	9	1
qwen	91	1	11	10	1
qwen	91	1	12	11	1
qwen	91	1	13	12	0
qwen	91	1	14	13	0
qwen	91	1	15	14	0
qwen	91	1	16	15	0
qwen	91	1	17	16	0
qwen	91	1	18	17	0
qwen	91	1	19	18	1
qwen	92	1	1	0	1
qwen	92	1	2	1	1
qwen	92	1	3	2	1
qwen	92	1	4	3	1
qwen	92	1	5	4	1
qwen	92	1	6	5	1
qwen	92	1	7	6	1
qwen	92	1	8	7	1
qwen	92	1	9	8	1
qwen	92	1	10	9	0
qwen	92	1	11	10	1
qwen	92	1	12	11	0
qwen	92	1	13	12	1
qwen	92	1	14	13	1
qwen	92	1	15	14	1
qwen	92	1	16	15	0
qwen	93	1	1	0	1
qwen	93	1	2	1	1
qwen	93	1	3	2	1
qwen	93	1	4	3	1
qwen	93	1	5	4	1
qwen	93	1	6	5	1
qwen	93	1	7	6	0
qwen	93	1	8	7	1
qwen	93	1	9	8	1
qwen	93	1	10	9	0
qwen	93	1	11	10	1
qwen	93	1	12	11	1
qwen	93	1	13	12	1
qwen	93	1	14	13	1
qwen	93	1	15	14	0
qwen	93	1	16	15	1
qwen	93	1	17	16	1
qwen	93	1	18	17	1
qwen	93	1	19	18	0
qwen	94	1	1	0	1
qwen	94	1	2	1	0
qwen	94	1	3	2	1
qwen	94	1	4	3	1
qwen	94	1	5	4	1
qwen	94	1	6	5	0
qwen	94	1	7	6	0
qwen	94	1	8	7	0
qwen	94	1	9	8	1
qwen	94	1	10	9	1
qwen	94	1	11	10	1
qwen	94	1	12	11	0
qwen	94	1	13	12	1
qwen	94	1	14	13	0
qwen	94	1	15	14	1
qwen	95	1	1	0	1
qwen	95	1	2	1	1
qwen	95	1	3	2	1
qwen	95	1	4	3	1
qwen	95	1	5	4	1
qwen	95	1	6	5	1
qwen	95	1	7	6	1
qwen	95	1	8	7	1
qwen	95	1	9	8	0
qwen	95	1	10	9	0
qwen	95	1	11	10	1
qwen	95	1	12	11	0
qwen	95	1	13	12	1
qwen	95	1	14	13	1
qwen	95	1	15	14	1
qwen	96	1	1	0	1
qwen	96	1	2	1	0
qwen	96	1	3	2	1
qwen	96	1	4	3	1
qwen	96	1	5	4	1
qwen	96	1	6	5	1
qwen	96	1	7	6	0
qwen	96	1	8	7	0
qwen	96	1	9	8	1
qwen	96	1	10	9	1
qwen	96	1	11	10	1
qwen	96	1	12	11	1
qwen	96	1	13	12	0
qwen	96	1	14	13	1
qwen	96	1	15	14	0
qwen	96	1	16	15	1
qwen	97	1	1	0	1
qwen	97	1	2	1	1
qwen	97	1	3	2	1
qwen	97	1	4	3	1
qwen	97	1	5	4	1
qwen	97	1	6	5	1
qwen	97	1	7	6	1
qwen	97	1	8	7	1
qwen	97	1	9	8	0
qwen	97	1	10	9	0
qwen	97	1	11	10	1
qwen	97	1	12	11	0
qwen	97	1	13	12	1
qwen	97	1	14	13	0
qwen	97	1	15	14	0
qwen	97	1	16	15	0
qwen	98	1	1	0	0
qwen	98	1	2	1	1
qwen	98	1	3	2	0
qwen	98	1	4	3	1
qwen	98	1	5	4	0
qwen	98	1	6	5	1
qwen	98	1	7	6	0
qwen	98	1	8	7	0
qwen	98	1	9	8	0
qwen	98	1	10	9	0
qwen	98	1	11	10	1
qwen	98	1	12	11	1
qwen	98	1	13	12	1
qwen	98	1	14	13	1
qwen	98	1	15	14	0
qwen	99	1	1	0	1
qwen	99	1	2	1	1
qwen	99	1	3	2	1
qwen	99	1	4	3	1
qwen	99	1	5	4	1
qwen	99	1	6	5	1
qwen	99	1	7	6	1
qwen	99	1	8	7	1
qwen	99	1	9	8	1
qwen	99	1	10	9	0
qwen	99	1	11	10	1
qwen	99	1	12	11	0
qwen	99	1	13	12	0
qwen	99	1	14	13	1
qwen	99	1	15	14	1
qwen	99	1	16	15	0
qwen	99	1	17	16	0
qwen	99	1	18	17	1
qwen	99	1	19	18	0
qwen	100	1	1	0	0
qwen	100	1	2	1	1
qwen	100	1	3	2	0
qwen	100	1	4	3	1
qwen	100	1	5	4	1
qwen	100	1	6	5	1
qwen	100	1	7	6	1
qwen	100	1	8	7	1
qwen	100	1	9	8	1
qwen	100	1	10	9	1
qwen	100	1	11	10	0
qwen	100	1	12	11	1
qwen	100	1	13	12	1
qwen	100	1	14	13	1
qwen	100	1	15	14	0
qwen	100	1	16	15	0
qwen	100	1	17	16	1
qwen	100	1	18	17	0
qwen	100	1	19	18	1
qwen	100	1	20	19	0
qwen	101	1	1	0	1
qwen	101	1	2	1	1
qwen	101	1	3	2	1
qwen	101	1	4	3	0
qwen	101	1	5	4	0
qwen	101	1	6	5	1
qwen	101	1	7	6	1
qwen	101	1	8	7	1
qwen	101	1	9	8	1
qwen	101	1	10	9	1
qwen	102	1	1	0	1
qwen	102	1	2	1	0
qwen	102	1	3	2	0
qwen	102	1	4	3	1
qwen	102	1	5	4	0
qwen	102	1	6	5	0
qwen	102	1	7	6	0
qwen	102	1	8	7	0
qwen	102	1	9	8	1
qwen	102	1	10	9	1
qwen	102	1	11	10	0
qwen	103	1	1	0	0
qwen	103	1	2	1	0
qwen	103	1	3	2	1
qwen	103	1	4	3	1
qwen	103	1	5	4	1
qwen	103	1	6	5	0
qwen	103	1	7	6	1
qwen	103	1	8	7	1
qwen	103	1	9	8	0
qwen	103	1	10	9	1
qwen	103	1	11	10	0
qwen	103	1	12	11	1
qwen	103	1	13	12	0
qwen	103	1	14	13	0
qwen	103	1	15	14	0
qwen	103	1	16	15	0
qwen	103	1	17	16	1
qwen	103	1	18	17	1
qwen	103	1	19	18	0
qwen	103	1	20	19	1
qwen	104	1	1	0	1
qwen	104	1	2	1	1
qwen	104	1	3	2	0
qwen	104	1	4	3	0
qwen	104	1	5	4	0
qwen	104	1	6	5	1
qwen	104	1	7	6	0
qwen	104	1	8	7	0
qwen	104	1	9	8	1
qwen	104	1	10	9	0
qwen	104	1	11	10	1
qwen	104	1	12	11	0
qwen	105	1	1	0	1
qwen	105	1	2	1	1
qwen	105	1	3	2	0
qwen	105	1	4	3	1
qwen	105	1	5	4	0
qwen	105	1	6	5	1
qwen	105	1	7	6	0
qwen	105	1	8	7	0
qwen	105	1	9	8	1
qwen	105	1	10	9	0
qwen	105	1	11	10	0
qwen	105	1	12	11	1
qwen	106	1	1	0	1
qwen	106	1	2	1	1
qwen	106	1	3	2	1
qwen	106	1	4	3	1
qwen	106	1	5	4	1
qwen	106	1	6	5	0
qwen	106	1	7	6	1
qwen	106	1	8	7	0
qwen	106	1	9	8	1
qwen	106	1	10	9	1
qwen	106	1	11	10	1
qwen	107	1	1	0	0
qwen	107	1	2	1	0
qwen	107	1	3	2	0
qwen	107	1	4	3	0
qwen	107	1	5	4	1
qwen	107	1	6	5	1
qwen	107	1	7	6	1
qwen	107	1	8	7	1
qwen	107	1	9	8	1
qwen	107	1	10	9	0
qwen	107	1	11	10	0
qwen	108	1	1	0	1
qwen	108	1	2	1	0
qwen	108	1	3	2	0
qwen	108	1	4	3	0
qwen	108	1	5	4	1
qwen	108	1	6	5	1
qwen	108	1	7	6	0
qwen	108	1	8	7	1
qwen	108	1	9	8	1
qwen	108	1	10	9	0
qwen	108	1	11	10	1
qwen	108	1	12	11	0
qwen	108	1	13	12	0
qwen	108	1	14	13	0
qwen	108	1	15	14	0
qwen	108	1	16	15	1
qwen	108	1	17	16	0
qwen	109	1	1	0	0
qwen	109	1	2	1	0
qwen	109	1	3	2	0
qwen	109	1	4	3	0
qwen	109	1	5	4	1
qwen	109	1	6	5	0
qwen	109	1	7	6	1
qwen	109	1	8	7	1
qwen	109	1	9	8	1
qwen	109	1	10	9	0
qwen	109	1	11	10	0
qwen	109	1	12	11	1
qwen	109	1	13	12	1
qwen	109	1	14	13	0
qwen	109	1	15	14	0
qwen	109	1	16	15	1
qwen	109	1	17	16	0
qwen	109	1	18	17	1
qwen	109	1	19	18	0
